Mission_ID,Mission_Name,Agency,Country_Region,Agency_Type,Program_Type,Mission_Category,Sub_Category,Launch_Date,End_Date,Duration,Launch_Vehicle,Launch_Site,Status,Mission_Phase,Crew_Type,Crew_Members,Destination,Objective,Key_Achievement,Cost_USD_Million,Partner_Agencies,Data_Returned,Failure_Reason,Mission_Outcome_Detail,Reference_URL
JA-09875,JAXA Communication Satellite Mission 9875,JAXA,Japan,Government,Satellite,Communication Satellite,LEO Constellation,2024-08-28,N/A,Ongoing,H-IIA,Kagoshima,Ongoing,Ongoing,Uncrewed,N/A,Communication Satellite,Human lunar landing mission support,Demonstrated reusable rocket landing,12647.3,ESA,Yes,N/A,Partial success - secondary objectives met,https://www.jaxa.jp/missions/jaxa-communication-satellite-mission-9875
JA-09876,JAXA Saturn Mission 9876,JAXA,Japan,Government,Human Spaceflight,Saturn,Orbiter,1957-04-29,1958-01-24,270 days,H-IIB,Kagoshima,Failed,Past,Uncrewed,N/A,Saturn,Space debris monitoring and removal,Debris impact damaged solar panels,1550.0,None,Yes,Debris impact damaged solar panels,Successfully tested new propulsion system,https://www.jaxa.jp/missions/jaxa-saturn-mission-9876
CS-09877,CSA SmallSat Mission 9877,CSA,Canada,Government,Commercial,SmallSat,Tech Demo,2000-05-31,2012-05-04,11.9 years,Delta II,Kennedy Space Center,Success,Past,Uncrewed,N/A,SmallSat,Jupiter moon subsurface ocean investigation,Discovered new geological features,7038.6,None,No,N/A,Collected and returned surface samples,https://www.asc-csa.gc.ca/mission/csa-smallsat-mission-9877
CN-09878,CNSA Saturn Mission 9878,CNSA,China,Government,Satellite,Saturn,Probe,1999-01-11,N/A,Ongoing,Long March 3,Wenchang,Ongoing,Past,Uncrewed,N/A,Saturn,Jupiter moon subsurface ocean investigation,Broke distance record for agency,5197.6,ROSCOSMOS,Yes,N/A,Discovered new geological features,http://www.cnsa.gov.cn/mission/cnsa-saturn-mission-9878
RO-09879,ROSCOSMOS Mars Mission 9879,ROSCOSMOS,Russia,Government,Human Spaceflight,Mars,Flyby,2011-05-28,2020-02-16,8.7 years,Rokot,Plesetsk Cosmodrome,Partial Success,Past,Uncrewed,N/A,Mars,Earth observation for disaster management,Successfully deployed all planned instruments,8741.1,JAXA,Partial,Reduced data return,Exceeded planned science return by 3x,https://www.roscosmos.ru/mission/roscosmos-mars-mission-9879
RO-09880,ROSCOSMOS Venus Mission 9880,ROSCOSMOS,Russia,Government,Telescope,Venus,Lander,2020-05-07,N/A,Ongoing,Proton,Vostochny Cosmodrome,Ongoing,Ongoing,Uncrewed,N/A,Venus,Interplanetary navigation technology test,Historic first for agency and country,12865.2,ESA,Yes,N/A,Detected water ice at target location,https://www.roscosmos.ru/mission/roscosmos-venus-mission-9880
AS-09881,ASI Moon Mission 9881,ASI,Italy,Government,Technology Demo,Moon,Lander,1975-07-18,1990-06-20,14.9 years,Scout,Kourou (French Guiana),Success,Past,Uncrewed,N/A,Moon,Technology demonstration for future deep space missions,Broke distance record for agency,14062.9,ESA,No,N/A,Broke distance record for agency,https://www.asi.it/mission/asi-moon-mission-9881
CN-09882,CNSA SmallSat Mission 9882,CNSA,China,Government,Satellite,SmallSat,IoT Connectivity,2031-05-11,N/A,Ongoing,Long March 2,Taiyuan,Upcoming,Future,Uncrewed,N/A,SmallSat,Interplanetary navigation technology test,Planned - objectives to be confirmed post-launch,13393.7,ESA,N/A,N/A,Successfully deployed all planned instruments,http://www.cnsa.gov.cn/mission/cnsa-smallsat-mission-9882
CN-09883,CNES Mercury Mission 9883,CNES,France,Government,Sounding Rocket,Mercury,Flyby,1980-05-18,1988-06-19,8.1 years,Diamant,Hammaguir,Partial Success,Past,Uncrewed,N/A,Mercury,Gamma-ray burst detection and cataloguing,Failed to achieve orbit due to launch vehicle anomaly,2735.6,NASA,No,Partial instrument failure,Communication lost after initial deployment,https://cnes.fr/mission/cnes-mercury-mission-9883
DL-09884,DLR Jupiter Mission 9884,DLR,Germany,Government,Robotic,Jupiter,Orbiter,2007-10-23,2013-12-02,6.1 years,Sounding Rocket,Esrange,Success,Past,Uncrewed,N/A,Jupiter,Microgravity biology experiment in LEO,Confirmed presence of subsurface water,11042.1,None,Partial,N/A,Successfully tested new propulsion system,https://www.dlr.de/mission/dlr-jupiter-mission-9884
IS-09885,ISRO Sounding Rocket Mission 9885,ISRO,India,Government,Human Spaceflight,Sounding Rocket,Ionosphere Study,1964-04-04,1976-07-19,12.3 years,SLV,Thumba Equatorial Rocket Station,Success,Past,Crewed,"PS2, PS1, MS1",Sounding Rocket,Earth climate monitoring and greenhouse gas measurement,Confirmed presence of subsurface water,13624.0,JAXA,Partial,N/A,First crewed landing at destination,https://www.isro.gov.in/mission/isro-sounding-rocket-mission-9885
BL-09886,Blue Origin Sun/Solar Mission 9886,Blue Origin,USA,Private,Telescope,Sun/Solar,Coronagraph,1963-05-25,1970-02-05,6.7 years,New Glenn,Cape Canaveral LC-36,Success,Past,Crewed,"PS2, MS3, MS1, PS1",Sun/Solar,Jupiter moon subsurface ocean investigation,Communication lost after initial deployment,9753.9,NASA,No,N/A,Landed successfully within target zone,https://www.blueorigin.com/missions/blue-origin-sun/solar-mission-9886
ES-09887,ESA Telescope Mission 9887,ESA,Europe,Government,Telescope,Telescope,Infrared,2020-12-25,N/A,Ongoing,Ariane 6,Vandenberg,Ongoing,Ongoing,Crewed,"Pilot, MS3, Commander, PS2, MS2",Telescope,Deep space gravitational wave detection,Historic first for agency and country,10745.2,None,No,N/A,Discovered new geological features,https://www.esa.int/Science_Exploration/esa-telescope-mission-9887
IS-09888,ISRO Jupiter Mission 9888,ISRO,India,Government,Technology Demo,Jupiter,Flyby,1966-06-17,1967-05-12,329 days,LVM3,Satish Dhawan Space Centre,Success,Past,Uncrewed,N/A,Jupiter,Interplanetary navigation technology test,Successfully tested new propulsion system,7475.9,CNES,No,N/A,Collected and returned surface samples,https://www.isro.gov.in/mission/isro-jupiter-mission-9888
DL-09889,DLR Sun/Solar Mission 9889,DLR,Germany,Government,Commercial,Sun/Solar,Parker-type,1967-10-20,1967-02-07,N/A,Ariane 5,Esrange,Success,Past,Uncrewed,N/A,Sun/Solar,Jupiter moon subsurface ocean investigation,Detected organic molecules at surface,14544.1,None,Yes,N/A,Detected water ice at target location,https://www.dlr.de/mission/dlr-sun/solar-mission-9889
SP-09890,SpaceX Crewed Spaceflight Mission 9890,SpaceX,USA,Private,Technology Demo,Crewed Spaceflight,LEO Mission,1993-05-14,2003-07-16,10.2 years,Falcon Heavy,Cape Canaveral,Success,Past,Uncrewed,N/A,Crewed Spaceflight,Neptune and Uranus atmospheric study flyby,Partial success - secondary objectives met,13896.0,None,No,N/A,Collected and returned surface samples,https://www.spacex.com/missions/spacex-crewed-spaceflight-mission-9890
SP-09891,SpaceX Sun/Solar Mission 9891,SpaceX,USA,Private,Telescope,Sun/Solar,Parker-type,2018-09-01,N/A,Ongoing,Falcon 1,Cape Canaveral,Ongoing,Past,Uncrewed,N/A,Sun/Solar,Black hole imaging and stellar cataloguing,First crewed landing at destination,11172.6,NASA,No,N/A,Detected water ice at target location,https://www.spacex.com/missions/spacex-sun/solar-mission-9891
ES-09892,ESA CubeSat Mission 9892,ESA,Europe,Government,Satellite,CubeSat,16U CubeSat,2009-11-05,2021-09-14,11.9 years,Soyuz (ESA),Kourou (French Guiana),Failed,Past,Uncrewed,N/A,CubeSat,Asteroid composition and deflection study,N/A,6383.1,None,Partial,N/A,Demonstrated reusable rocket landing,https://www.esa.int/Science_Exploration/esa-cubesat-mission-9892
ES-09893,ESA ISS Mission 9893,ESA,Europe,Government,Commercial,ISS,Cargo Resupply,2021-07-26,N/A,Ongoing,Soyuz (ESA),Baikonur,Ongoing,Ongoing,Crewed,"Commander, MS1, Pilot, PS2",ISS,Black hole imaging and stellar cataloguing,Captured highest resolution images to date,11717.8,None,No,N/A,Partial success - secondary objectives met,https://www.esa.int/Science_Exploration/esa-iss-mission-9893
SP-09894,SpaceX ISS Mission 9894,SpaceX,USA,Private,Satellite,ISS,EVA,2020-12-08,N/A,Ongoing,Falcon 1,Boca Chica (Starbase),Ongoing,Ongoing,Uncrewed,N/A,ISS,Next-generation communication satellite deployment,Landed successfully within target zone,6663.7,None,No,N/A,Collected and returned surface samples,https://www.spacex.com/missions/spacex-iss-mission-9894
AS-09895,ASI CubeSat Mission 9895,ASI,Italy,Government,Telescope,CubeSat,16U CubeSat,1997-12-23,2000-01-17,2.1 years,Vega,Kourou (French Guiana),Success,Past,Crewed,"Commander, MS1, MS3, Pilot",CubeSat,Neptune and Uranus atmospheric study flyby,Detected water ice at target location,4381.7,None,Partial,N/A,Partial success - secondary objectives met,https://www.asi.it/mission/asi-cubesat-mission-9895
JA-09896,JAXA Crewed Spaceflight Mission 9896,JAXA,Japan,Government,Telescope,Crewed Spaceflight,Test Flight,2001-10-30,N/A,Ongoing,H3,Kagoshima,Ongoing,Past,Crewed,"MS1, Pilot, PS1, MS2, Commander, PS2",Crewed Spaceflight,Orbital mechanics experiment for future missions,Detected water ice at target location,1658.1,NASA,Partial,N/A,Demonstrated reusable rocket landing,https://www.jaxa.jp/missions/jaxa-crewed-spaceflight-mission-9896
ES-09897,ESA Earth Orbit Mission 9897,ESA,Europe,Government,Sounding Rocket,Earth Orbit,LEO,1988-11-15,2001-01-29,12.2 years,Ariane 6,Vandenberg,Success,Past,Crewed,"PS1, Pilot, MS1",Earth Orbit,High-resolution Earth surface mapping,Achieved orbit insertion on first attempt,164.7,None,Partial,N/A,Captured highest resolution images to date,https://www.esa.int/Science_Exploration/esa-earth-orbit-mission-9897
ES-09898,ESA Crewed Spaceflight Mission 9898,ESA,Europe,Government,Telescope,Crewed Spaceflight,Moon Mission,2030-06-15,N/A,Ongoing,Soyuz (ESA),Kourou (French Guiana),Upcoming,Future,Uncrewed,N/A,Crewed Spaceflight,Microgravity biology experiment in LEO,Planned - objectives to be confirmed post-launch,14845.9,None,N/A,N/A,Deployed constellation of satellites,https://www.esa.int/Science_Exploration/esa-crewed-spaceflight-mission-9898
DL-09899,DLR Deep Space Mission 9899,DLR,Germany,Government,Satellite,Deep Space,Interstellar,2019-01-12,2023-05-02,4.3 years,Ariane 5,Esrange,Success,Past,Crewed,"Commander, MS3, Pilot, PS2, PS1, MS1, MS2",Deep Space,Next-generation communication satellite deployment,First crewed landing at destination,14998.5,ESA,Yes,N/A,Successfully deployed all planned instruments,https://www.dlr.de/mission/dlr-deep-space-mission-9899
RO-09900,ROSCOSMOS SmallSat Mission 9900,ROSCOSMOS,Russia,Government,Robotic,SmallSat,Tech Demo,2020-05-26,N/A,Ongoing,Energia,Plesetsk Cosmodrome,Ongoing,Ongoing,Uncrewed,N/A,SmallSat,High-resolution Earth surface mapping,Exceeded planned science return by 3x,4631.5,NASA,Partial,N/A,First images returned from target destination,https://www.roscosmos.ru/mission/roscosmos-smallsat-mission-9900
JA-09901,JAXA Technology Demo Mission 9901,JAXA,Japan,Government,Commercial,Technology Demo,Propulsion Test,2031-03-17,N/A,Ongoing,Epsilon,Uchinoura,Upcoming,Future,Crewed,"Commander, MS3, PS1, MS2, MS1, Pilot, PS2",Technology Demo,Technology demonstration for future deep space missions,Planned - objectives to be confirmed post-launch,95.0,None,N/A,N/A,Collected and returned surface samples,https://www.jaxa.jp/missions/jaxa-technology-demo-mission-9901
CS-09902,CSA Crewed Spaceflight Mission 9902,CSA,Canada,Government,Human Spaceflight,Crewed Spaceflight,Moon Mission,2026-07-14,N/A,Ongoing,Delta II,Kennedy Space Center,Upcoming,Future,Uncrewed,N/A,Crewed Spaceflight,ISS crew rotation and life support resupply,Planned - objectives to be confirmed post-launch,11176.2,None,N/A,N/A,Completed all primary mission objectives,https://www.asc-csa.gc.ca/mission/csa-crewed-spaceflight-mission-9902
JA-09903,JAXA Jupiter Mission 9903,JAXA,Japan,Government,Telescope,Jupiter,Flyby,1963-12-25,1963-09-28,N/A,Epsilon,Kagoshima,Failed,Past,Uncrewed,N/A,Jupiter,Black hole imaging and stellar cataloguing,Orbit insertion burn anomaly,5401.0,None,No,Orbit insertion burn anomaly,Historic first for agency and country,https://www.jaxa.jp/missions/jaxa-jupiter-mission-9903
AS-09904,ASI Asteroid Mission 9904,ASI,Italy,Government,Technology Demo,Asteroid,Deflector,2024-03-08,N/A,Ongoing,Scout,Kourou (French Guiana),Ongoing,Ongoing,Uncrewed,N/A,Asteroid,Mars sample return mission support,Partial success - secondary objectives met,6475.0,NASA,No,N/A,Partial success - secondary objectives met,https://www.asi.it/mission/asi-asteroid-mission-9904
CN-09905,CNSA Crewed Spaceflight Mission 9905,CNSA,China,Government,Commercial,Crewed Spaceflight,Test Flight,1957-02-23,1968-05-09,11.2 years,Long March 9,Xichang,Partial Success,Past,Uncrewed,N/A,Crewed Spaceflight,Mars atmospheric study and habitability assessment,Achieved supersonic retropropulsion,8511.3,None,Partial,Partial instrument failure,Failed to achieve orbit due to launch vehicle anomaly,http://www.cnsa.gov.cn/mission/cnsa-crewed-spaceflight-mission-9905
JA-09906,JAXA Earth Observation Mission 9906,JAXA,Japan,Government,Robotic,Earth Observation,Ocean Monitor,2025-05-30,N/A,Ongoing,H3,Uchinoura,Ongoing,Ongoing,Uncrewed,N/A,Earth Observation,Human lunar landing mission support,First crewed landing at destination,2109.3,NASA,Yes,N/A,Successfully tested new propulsion system,https://www.jaxa.jp/missions/jaxa-earth-observation-mission-9906
NA-09907,NASA ISS Mission 9907,NASA,USA,Government,Sounding Rocket,ISS,Crew Transport,2016-07-22,2020-09-26,4.2 years,Pegasus,Kennedy Space Center,Success,Past,Crewed,"PS2, MS1, Commander, Pilot, PS1",ISS,Technology demonstration for future deep space missions,Collected and returned surface samples,5202.9,None,No,N/A,Exceeded planned science return by 3x,https://www.nasa.gov/mission/nasa-iss-mission-9907
CS-09908,CSA Jupiter Mission 9908,CSA,Canada,Government,Robotic,Jupiter,Orbiter,1966-09-06,1976-01-19,9.4 years,Falcon 9,Kennedy Space Center,Success,Past,Uncrewed,N/A,Jupiter,Reusable launch vehicle technology demonstration,Partial success - secondary objectives met,7046.1,None,Yes,N/A,Detected organic molecules at surface,https://www.asc-csa.gc.ca/mission/csa-jupiter-mission-9908
BL-09909,Blue Origin Crewed Spaceflight Mission 9909,Blue Origin,USA,Private,Sounding Rocket,Crewed Spaceflight,Test Flight,2021-02-24,N/A,Ongoing,New Shepard,Cape Canaveral LC-36,Ongoing,Ongoing,Uncrewed,N/A,Crewed Spaceflight,ISS crew rotation and life support resupply,Detected organic molecules at surface,5940.1,NASA,No,N/A,Historic first for agency and country,https://www.blueorigin.com/missions/blue-origin-crewed-spaceflight-mission-9909
AS-09910,ASI Mercury Mission 9910,ASI,Italy,Government,Human Spaceflight,Mercury,Flyby,1979-10-19,1987-06-24,7.7 years,Scout,Kourou (French Guiana),Failed,Past,Uncrewed,N/A,Mercury,Mars atmospheric study and habitability assessment,N/A,10621.7,None,Yes,N/A,Confirmed presence of subsurface water,https://www.asi.it/mission/asi-mercury-mission-9910
ES-09911,ESA Moon Mission 9911,ESA,Europe,Government,Telescope,Moon,Flyby,1973-05-22,1974-09-04,1.3 years,Ariane 5,Baikonur,Partial Success,Past,Uncrewed,N/A,Moon,Heliosphere boundary exploration,Successfully deployed all planned instruments,2979.0,None,Yes,Reduced data return,Confirmed presence of subsurface water,https://www.esa.int/Science_Exploration/esa-moon-mission-9911
NA-09912,NASA Venus Mission 9912,NASA,USA,Government,Technology Demo,Venus,Atmospheric Probe,2025-09-12,N/A,Ongoing,Atlas V,Wallops Flight Facility,Ongoing,Ongoing,Uncrewed,N/A,Venus,Commercial crew certification flight,Deployed constellation of satellites,7364.8,None,No,N/A,Broke distance record for agency,https://www.nasa.gov/mission/nasa-venus-mission-9912
DL-09913,DLR Jupiter Mission 9913,DLR,Germany,Government,Satellite,Jupiter,Probe,1977-09-20,1988-10-15,11.1 years,Ariane 5,Kourou (French Guiana),Success,Past,Uncrewed,N/A,Jupiter,Microgravity biology experiment in LEO,First images returned from target destination,13354.8,None,Partial,N/A,Deployed constellation of satellites,https://www.dlr.de/mission/dlr-jupiter-mission-9913
JA-09914,JAXA Deep Space Mission 9914,JAXA,Japan,Government,Robotic,Deep Space,Probe,2006-07-25,2016-11-09,10.3 years,H-IIB,Uchinoura,Success,Past,Crewed,"Pilot, PS1, Commander, MS1",Deep Space,Orbital mechanics experiment for future missions,Mission ongoing - data collection in progress,14362.8,None,No,N/A,Successfully deployed all planned instruments,https://www.jaxa.jp/missions/jaxa-deep-space-mission-9914
CN-09915,CNES Technology Demo Mission 9915,CNES,France,Government,Human Spaceflight,Technology Demo,In-Orbit Servicing,1993-07-21,1997-07-14,4.0 years,Ariane 6,Kourou (French Guiana),Success,Past,Uncrewed,N/A,Technology Demo,Mars sample return mission support,First images returned from target destination,8866.1,None,No,N/A,Achieved supersonic retropropulsion,https://cnes.fr/mission/cnes-technology-demo-mission-9915
CN-09916,CNES Mars Mission 9916,CNES,France,Government,Commercial,Mars,Helicopter,2026-03-07,N/A,Ongoing,Ariane 6,Kourou (French Guiana),Ongoing,Ongoing,Uncrewed,N/A,Mars,Human lunar landing mission support,Detected organic molecules at surface,13303.5,None,Partial,N/A,Confirmed presence of subsurface water,https://cnes.fr/mission/cnes-mars-mission-9916
CN-09917,CNES Technology Demo Mission 9917,CNES,France,Government,Telescope,Technology Demo,In-Orbit Servicing,1998-11-19,N/A,Ongoing,Diamant,Hammaguir,Ongoing,Past,Uncrewed,N/A,Technology Demo,Lunar surface exploration and soil sample collection,Achieved orbit insertion on first attempt,896.4,None,Partial,N/A,Captured highest resolution images to date,https://cnes.fr/mission/cnes-technology-demo-mission-9917
CS-09918,CSA Crewed Spaceflight Mission 9918,CSA,Canada,Government,Technology Demo,Crewed Spaceflight,LEO Mission,2024-08-12,N/A,Ongoing,Delta II,Kennedy Space Center,Ongoing,Ongoing,Crewed,"Commander, MS3, PS1, Pilot",Crewed Spaceflight,Jupiter moon subsurface ocean investigation,Demonstrated reusable rocket landing,3791.4,ESA,Partial,N/A,Captured highest resolution images to date,https://www.asc-csa.gc.ca/mission/csa-crewed-spaceflight-mission-9918
JA-09919,JAXA Earth Orbit Mission 9919,JAXA,Japan,Government,Robotic,Earth Orbit,ISS Resupply,1986-10-13,1998-01-21,11.3 years,Epsilon,Uchinoura,Failed,Past,Uncrewed,N/A,Earth Orbit,Commercial crew certification flight,N/A,2600.6,None,No,N/A,Communication lost after initial deployment,https://www.jaxa.jp/missions/jaxa-earth-orbit-mission-9919
